date,fund_name,nav,cap,fund_type
2018-03-20,SBI Large & Midcap Fund,212.0716,Large & Mid Cap,Equity
2018-03-21,SBI Large & Midcap Fund,213.0297,Large & Mid Cap,Equity
2018-03-22,SBI Large & Midcap Fund,212.1398,Large & Mid Cap,Equity
2018-03-23,SBI Large & Midcap Fund,210.0956,Large & Mid Cap,Equity
2018-03-24,SBI Large & Midcap Fund,210.0956,Large & Mid Cap,Equity
2018-03-25,SBI Large & Midcap Fund,210.0956,Large & Mid Cap,Equity
2018-03-26,SBI Large & Midcap Fund,212.7536,Large & Mid Cap,Equity
2018-03-27,SBI Large & Midcap Fund,214.8339,Large & Mid Cap,Equity
2018-03-28,SBI Large & Midcap Fund,212.9444,Large & Mid Cap,Equity
2018-03-29,SBI Large & Midcap Fund,212.9444,Large & Mid Cap,Equity
2018-03-30,SBI Large & Midcap Fund,212.9444,Large & Mid Cap,Equity
2018-03-31,SBI Large & Midcap Fund,212.9444,Large & Mid Cap,Equity
2018-04-01,SBI Large & Midcap Fund,212.9444,Large & Mid Cap,Equity
2018-04-02,SBI Large & Midcap Fund,214.2508,Large & Mid Cap,Equity
2018-04-03,SBI Large & Midcap Fund,215.5589,Large & Mid Cap,Equity
2018-04-04,SBI Large & Midcap Fund,213.5596,Large & Mid Cap,Equity
2018-04-05,SBI Large & Midcap Fund,217.3075,Large & Mid Cap,Equity
2018-04-06,SBI Large & Midcap Fund,218.1137,Large & Mid Cap,Equity
2018-04-07,SBI Large & Midcap Fund,218.1137,Large & Mid Cap,Equity
2018-04-08,SBI Large & Midcap Fund,218.1137,Large & Mid Cap,Equity
2018-04-09,SBI Large & Midcap Fund,218.6994,Large & Mid Cap,Equity
2018-04-10,SBI Large & Midcap Fund,219.6071,Large & Mid Cap,Equity
2018-04-11,SBI Large & Midcap Fund,220.002,Large & Mid Cap,Equity
2018-04-12,SBI Large & Midcap Fund,219.3207,Large & Mid Cap,Equity
2018-04-13,SBI Large & Midcap Fund,220.0415,Large & Mid Cap,Equity
2018-04-14,SBI Large & Midcap Fund,220.0415,Large & Mid Cap,Equity
2018-04-15,SBI Large & Midcap Fund,220.0415,Large & Mid Cap,Equity
2018-04-16,SBI Large & Midcap Fund,220.391,Large & Mid Cap,Equity
2018-04-17,SBI Large & Midcap Fund,221.0806,Large & Mid Cap,Equity
2018-04-18,SBI Large & Midcap Fund,220.8203,Large & Mid Cap,Equity
2018-04-19,SBI Large & Midcap Fund,222.7498,Large & Mid Cap,Equity
2018-04-20,SBI Large & Midcap Fund,222.6271,Large & Mid Cap,Equity
2018-04-21,SBI Large & Midcap Fund,222.6271,Large & Mid Cap,Equity
2018-04-22,SBI Large & Midcap Fund,222.6271,Large & Mid Cap,Equity
2018-04-23,SBI Large & Midcap Fund,223.2072,Large & Mid Cap,Equity
2018-04-24,SBI Large & Midcap Fund,222.8325,Large & Mid Cap,Equity
2018-04-25,SBI Large & Midcap Fund,221.5466,Large & Mid Cap,Equity
2018-04-26,SBI Large & Midcap Fund,221.8492,Large & Mid Cap,Equity
2018-04-27,SBI Large & Midcap Fund,223.5874,Large & Mid Cap,Equity
2018-04-28,SBI Large & Midcap Fund,223.5874,Large & Mid Cap,Equity
2018-04-29,SBI Large & Midcap Fund,223.5874,Large & Mid Cap,Equity
2018-04-30,SBI Large & Midcap Fund,224.5991,Large & Mid Cap,Equity
2018-05-01,SBI Large & Midcap Fund,224.5991,Large & Mid Cap,Equity
2018-05-02,SBI Large & Midcap Fund,222.6255,Large & Mid Cap,Equity
2018-05-03,SBI Large & Midcap Fund,222.024,Large & Mid Cap,Equity
2018-05-04,SBI Large & Midcap Fund,220.8191,Large & Mid Cap,Equity
2018-05-05,SBI Large & Midcap Fund,220.8191,Large & Mid Cap,Equity
2018-05-06,SBI Large & Midcap Fund,220.8191,Large & Mid Cap,Equity
2018-05-07,SBI Large & Midcap Fund,221.7875,Large & Mid Cap,Equity
2018-05-08,SBI Large & Midcap Fund,221.9699,Large & Mid Cap,Equity
2018-05-09,SBI Large & Midcap Fund,221.445,Large & Mid Cap,Equity
2018-05-10,SBI Large & Midcap Fund,220.6673,Large & Mid Cap,Equity
2018-05-11,SBI Large & Midcap Fund,220.6943,Large & Mid Cap,Equity
2018-05-12,SBI Large & Midcap Fund,220.6943,Large & Mid Cap,Equity
2018-05-13,SBI Large & Midcap Fund,220.6943,Large & Mid Cap,Equity
2018-05-14,SBI Large & Midcap Fund,219.2597,Large & Mid Cap,Equity
2018-05-15,SBI Large & Midcap Fund,218.6566,Large & Mid Cap,Equity
2018-05-16,SBI Large & Midcap Fund,217.275,Large & Mid Cap,Equity
2018-05-17,SBI Large & Midcap Fund,217.0044,Large & Mid Cap,Equity
2018-05-18,SBI Large & Midcap Fund,214.9167,Large & Mid Cap,Equity
2018-05-19,SBI Large & Midcap Fund,214.9167,Large & Mid Cap,Equity
2018-05-20,SBI Large & Midcap Fund,214.9167,Large & Mid Cap,Equity
2018-05-21,SBI Large & Midcap Fund,214.1415,Large & Mid Cap,Equity
2018-05-22,SBI Large & Midcap Fund,215.3295,Large & Mid Cap,Equity
2018-05-23,SBI Large & Midcap Fund,214.5046,Large & Mid Cap,Equity
2018-05-24,SBI Large & Midcap Fund,216.3253,Large & Mid Cap,Equity
2018-05-25,SBI Large & Midcap Fund,218.2346,Large & Mid Cap,Equity
2018-05-26,SBI Large & Midcap Fund,218.2346,Large & Mid Cap,Equity
2018-05-27,SBI Large & Midcap Fund,218.2346,Large & Mid Cap,Equity
2018-05-28,SBI Large & Midcap Fund,219.7255,Large & Mid Cap,Equity
2018-05-29,SBI Large & Midcap Fund,217.2979,Large & Mid Cap,Equity
2018-05-30,SBI Large & Midcap Fund,216.875,Large & Mid Cap,Equity
2018-05-31,SBI Large & Midcap Fund,218.2798,Large & Mid Cap,Equity
2018-06-01,SBI Large & Midcap Fund,216.6101,Large & Mid Cap,Equity
2018-06-02,SBI Large & Midcap Fund,216.6101,Large & Mid Cap,Equity
2018-06-03,SBI Large & Midcap Fund,216.6101,Large & Mid Cap,Equity
2018-06-04,SBI Large & Midcap Fund,215.0491,Large & Mid Cap,Equity
2018-06-05,SBI Large & Midcap Fund,212.1074,Large & Mid Cap,Equity
2018-06-06,SBI Large & Midcap Fund,215.1129,Large & Mid Cap,Equity
2018-06-07,SBI Large & Midcap Fund,217.3029,Large & Mid Cap,Equity
2018-06-08,SBI Large & Midcap Fund,217.9011,Large & Mid Cap,Equity
2018-06-09,SBI Large & Midcap Fund,217.9011,Large & Mid Cap,Equity
2018-06-10,SBI Large & Midcap Fund,217.9011,Large & Mid Cap,Equity
2018-06-11,SBI Large & Midcap Fund,218.8114,Large & Mid Cap,Equity
2018-06-12,SBI Large & Midcap Fund,219.57,Large & Mid Cap,Equity
2018-06-13,SBI Large & Midcap Fund,219.1854,Large & Mid Cap,Equity
2018-06-14,SBI Large & Midcap Fund,218.599,Large & Mid Cap,Equity
2018-06-15,SBI Large & Midcap Fund,218.2444,Large & Mid Cap,Equity
2018-06-16,SBI Large & Midcap Fund,218.2444,Large & Mid Cap,Equity
2018-06-17,SBI Large & Midcap Fund,218.2444,Large & Mid Cap,Equity
2018-06-18,SBI Large & Midcap Fund,218.172,Large & Mid Cap,Equity
2018-06-19,SBI Large & Midcap Fund,215.82,Large & Mid Cap,Equity
2018-06-20,SBI Large & Midcap Fund,216.7414,Large & Mid Cap,Equity
2018-06-21,SBI Large & Midcap Fund,215.8248,Large & Mid Cap,Equity
2018-06-22,SBI Large & Midcap Fund,216.5198,Large & Mid Cap,Equity
2018-06-23,SBI Large & Midcap Fund,216.5198,Large & Mid Cap,Equity
2018-06-24,SBI Large & Midcap Fund,216.5198,Large & Mid Cap,Equity
2018-06-25,SBI Large & Midcap Fund,214.6856,Large & Mid Cap,Equity
2018-06-26,SBI Large & Midcap Fund,214.4175,Large & Mid Cap,Equity
2018-06-27,SBI Large & Midcap Fund,211.8755,Large & Mid Cap,Equity
2018-06-28,SBI Large & Midcap Fund,209.3312,Large & Mid Cap,Equity
2018-06-29,SBI Large & Midcap Fund,212.0843,Large & Mid Cap,Equity
2018-06-30,SBI Large & Midcap Fund,212.0843,Large & Mid Cap,Equity
2018-07-01,SBI Large & Midcap Fund,212.0843,Large & Mid Cap,Equity
2018-07-02,SBI Large & Midcap Fund,210.5775,Large & Mid Cap,Equity
2018-07-03,SBI Large & Midcap Fund,211.7752,Large & Mid Cap,Equity
2018-07-04,SBI Large & Midcap Fund,211.4438,Large & Mid Cap,Equity
2018-07-05,SBI Large & Midcap Fund,210.3982,Large & Mid Cap,Equity
2018-07-06,SBI Large & Midcap Fund,209.8119,Large & Mid Cap,Equity
2018-07-07,SBI Large & Midcap Fund,209.8119,Large & Mid Cap,Equity
2018-07-08,SBI Large & Midcap Fund,209.8119,Large & Mid Cap,Equity
2018-07-09,SBI Large & Midcap Fund,211.775,Large & Mid Cap,Equity
2018-07-10,SBI Large & Midcap Fund,213.4434,Large & Mid Cap,Equity
2018-07-11,SBI Large & Midcap Fund,213.1162,Large & Mid Cap,Equity
2018-07-12,SBI Large & Midcap Fund,213.1426,Large & Mid Cap,Equity
2018-07-13,SBI Large & Midcap Fund,212.2201,Large & Mid Cap,Equity
2018-07-14,SBI Large & Midcap Fund,212.2201,Large & Mid Cap,Equity
2018-07-15,SBI Large & Midcap Fund,212.2201,Large & Mid Cap,Equity
2018-07-16,SBI Large & Midcap Fund,209.5398,Large & Mid Cap,Equity
2018-07-17,SBI Large & Midcap Fund,211.2225,Large & Mid Cap,Equity
2018-07-18,SBI Large & Midcap Fund,209.6735,Large & Mid Cap,Equity
2018-07-19,SBI Large & Midcap Fund,208.4192,Large & Mid Cap,Equity
2018-07-20,SBI Large & Midcap Fund,209.5029,Large & Mid Cap,Equity
2018-07-21,SBI Large & Midcap Fund,209.5029,Large & Mid Cap,Equity
2018-07-22,SBI Large & Midcap Fund,209.5029,Large & Mid Cap,Equity
2018-07-23,SBI Large & Midcap Fund,211.2584,Large & Mid Cap,Equity
2018-07-24,SBI Large & Midcap Fund,213.2036,Large & Mid Cap,Equity
2018-07-25,SBI Large & Midcap Fund,213.7173,Large & Mid Cap,Equity
2018-07-26,SBI Large & Midcap Fund,215.7874,Large & Mid Cap,Equity
2018-07-27,SBI Large & Midcap Fund,218.4491,Large & Mid Cap,Equity
2018-07-28,SBI Large & Midcap Fund,218.4491,Large & Mid Cap,Equity
2018-07-29,SBI Large & Midcap Fund,218.4491,Large & Mid Cap,Equity
2018-07-30,SBI Large & Midcap Fund,219.7374,Large & Mid Cap,Equity
2018-07-31,SBI Large & Midcap Fund,220.263,Large & Mid Cap,Equity
2018-08-01,SBI Large & Midcap Fund,219.453,Large & Mid Cap,Equity
2018-08-02,SBI Large & Midcap Fund,219.6086,Large & Mid Cap,Equity
2018-08-03,SBI Large & Midcap Fund,221.5588,Large & Mid Cap,Equity
2018-08-04,SBI Large & Midcap Fund,221.5588,Large & Mid Cap,Equity
2018-08-05,SBI Large & Midcap Fund,221.5588,Large & Mid Cap,Equity
2018-08-06,SBI Large & Midcap Fund,223.945,Large & Mid Cap,Equity
2018-08-07,SBI Large & Midcap Fund,223.7582,Large & Mid Cap,Equity
2018-08-08,SBI Large & Midcap Fund,224.5329,Large & Mid Cap,Equity
2018-08-09,SBI Large & Midcap Fund,224.1896,Large & Mid Cap,Equity
2018-08-10,SBI Large & Midcap Fund,223.7903,Large & Mid Cap,Equity
2018-08-11,SBI Large & Midcap Fund,223.7903,Large & Mid Cap,Equity
2018-08-12,SBI Large & Midcap Fund,223.7903,Large & Mid Cap,Equity
2018-08-13,SBI Large & Midcap Fund,222.2714,Large & Mid Cap,Equity
2018-08-14,SBI Large & Midcap Fund,223.2633,Large & Mid Cap,Equity
2018-08-15,SBI Large & Midcap Fund,223.2633,Large & Mid Cap,Equity
2018-08-16,SBI Large & Midcap Fund,223.1439,Large & Mid Cap,Equity
2018-08-17,SBI Large & Midcap Fund,224.4578,Large & Mid Cap,Equity
2018-08-18,SBI Large & Midcap Fund,224.4578,Large & Mid Cap,Equity
2018-08-19,SBI Large & Midcap Fund,224.4578,Large & Mid Cap,Equity
2018-08-20,SBI Large & Midcap Fund,224.7588,Large & Mid Cap,Equity
2018-08-21,SBI Large & Midcap Fund,225.9234,Large & Mid Cap,Equity
2018-08-22,SBI Large & Midcap Fund,225.9234,Large & Mid Cap,Equity
2018-08-23,SBI Large & Midcap Fund,227.2155,Large & Mid Cap,Equity
2018-08-24,SBI Large & Midcap Fund,225.8101,Large & Mid Cap,Equity
2018-08-25,SBI Large & Midcap Fund,225.8101,Large & Mid Cap,Equity
2018-08-26,SBI Large & Midcap Fund,225.8101,Large & Mid Cap,Equity
2018-08-27,SBI Large & Midcap Fund,228.2226,Large & Mid Cap,Equity
2018-08-28,SBI Large & Midcap Fund,228.9952,Large & Mid Cap,Equity
2018-08-29,SBI Large & Midcap Fund,228.9032,Large & Mid Cap,Equity
2018-08-30,SBI Large & Midcap Fund,229.8864,Large & Mid Cap,Equity
2018-08-31,SBI Large & Midcap Fund,230.9581,Large & Mid Cap,Equity
2018-09-01,SBI Large & Midcap Fund,230.9581,Large & Mid Cap,Equity
2018-09-02,SBI Large & Midcap Fund,230.9581,Large & Mid Cap,Equity
2018-09-03,SBI Large & Midcap Fund,229.4716,Large & Mid Cap,Equity
2018-09-04,SBI Large & Midcap Fund,226.0345,Large & Mid Cap,Equity
2018-09-05,SBI Large & Midcap Fund,224.9992,Large & Mid Cap,Equity
2018-09-06,SBI Large & Midcap Fund,226.3596,Large & Mid Cap,Equity
2018-09-07,SBI Large & Midcap Fund,228.7444,Large & Mid Cap,Equity
2018-09-08,SBI Large & Midcap Fund,228.7444,Large & Mid Cap,Equity
2018-09-09,SBI Large & Midcap Fund,228.7444,Large & Mid Cap,Equity
2018-09-10,SBI Large & Midcap Fund,225.8951,Large & Mid Cap,Equity
2018-09-11,SBI Large & Midcap Fund,223.0666,Large & Mid Cap,Equity
2018-09-12,SBI Large & Midcap Fund,223.5567,Large & Mid Cap,Equity
2018-09-13,SBI Large & Midcap Fund,223.5567,Large & Mid Cap,Equity
2018-09-14,SBI Large & Midcap Fund,225.8705,Large & Mid Cap,Equity
2018-09-15,SBI Large & Midcap Fund,225.8705,Large & Mid Cap,Equity
2018-09-16,SBI Large & Midcap Fund,225.8705,Large & Mid Cap,Equity
2018-09-17,SBI Large & Midcap Fund,224.2697,Large & Mid Cap,Equity
2018-09-18,SBI Large & Midcap Fund,222.5498,Large & Mid Cap,Equity
2018-09-19,SBI Large & Midcap Fund,221.4152,Large & Mid Cap,Equity
2018-09-20,SBI Large & Midcap Fund,221.4152,Large & Mid Cap,Equity
2018-09-21,SBI Large & Midcap Fund,219.1279,Large & Mid Cap,Equity
2018-09-22,SBI Large & Midcap Fund,219.1279,Large & Mid Cap,Equity
2018-09-23,SBI Large & Midcap Fund,219.1279,Large & Mid Cap,Equity
2018-09-24,SBI Large & Midcap Fund,215.5893,Large & Mid Cap,Equity
2018-09-25,SBI Large & Midcap Fund,216.9931,Large & Mid Cap,Equity
2018-09-26,SBI Large & Midcap Fund,217.5518,Large & Mid Cap,Equity
2018-09-27,SBI Large & Midcap Fund,215.6898,Large & Mid Cap,Equity
2018-09-28,SBI Large & Midcap Fund,213.8888,Large & Mid Cap,Equity
2018-09-29,SBI Large & Midcap Fund,213.8888,Large & Mid Cap,Equity
2018-09-30,SBI Large & Midcap Fund,213.8888,Large & Mid Cap,Equity
2018-10-01,SBI Large & Midcap Fund,214.544,Large & Mid Cap,Equity
2018-10-02,SBI Large & Midcap Fund,214.544,Large & Mid Cap,Equity
2018-10-03,SBI Large & Midcap Fund,212.2437,Large & Mid Cap,Equity
2018-10-04,SBI Large & Midcap Fund,208.6395,Large & Mid Cap,Equity
2018-10-05,SBI Large & Midcap Fund,205.3651,Large & Mid Cap,Equity
2018-10-06,SBI Large & Midcap Fund,205.3651,Large & Mid Cap,Equity
2018-10-07,SBI Large & Midcap Fund,205.3651,Large & Mid Cap,Equity
2018-10-08,SBI Large & Midcap Fund,204.0005,Large & Mid Cap,Equity
2018-10-09,SBI Large & Midcap Fund,202.9366,Large & Mid Cap,Equity
2018-10-10,SBI Large & Midcap Fund,207.8001,Large & Mid Cap,Equity
2018-10-11,SBI Large & Midcap Fund,204.2787,Large & Mid Cap,Equity
2018-10-12,SBI Large & Midcap Fund,207.3127,Large & Mid Cap,Equity
2018-10-13,SBI Large & Midcap Fund,207.3127,Large & Mid Cap,Equity
2018-10-14,SBI Large & Midcap Fund,207.3127,Large & Mid Cap,Equity
2018-10-15,SBI Large & Midcap Fund,208.4422,Large & Mid Cap,Equity
2018-10-16,SBI Large & Midcap Fund,210.2105,Large & Mid Cap,Equity
2018-10-17,SBI Large & Midcap Fund,207.7658,Large & Mid Cap,Equity
2018-10-18,SBI Large & Midcap Fund,207.7658,Large & Mid Cap,Equity
2018-10-19,SBI Large & Midcap Fund,205.205,Large & Mid Cap,Equity
2018-10-20,SBI Large & Midcap Fund,205.205,Large & Mid Cap,Equity
2018-10-21,SBI Large & Midcap Fund,205.205,Large & Mid Cap,Equity
2018-10-22,SBI Large & Midcap Fund,205.06,Large & Mid Cap,Equity
2018-10-23,SBI Large & Midcap Fund,202.3287,Large & Mid Cap,Equity
2018-10-24,SBI Large & Midcap Fund,203.2505,Large & Mid Cap,Equity
2018-10-25,SBI Large & Midcap Fund,201.5723,Large & Mid Cap,Equity
2018-10-26,SBI Large & Midcap Fund,200.2231,Large & Mid Cap,Equity
2018-10-27,SBI Large & Midcap Fund,200.2231,Large & Mid Cap,Equity
2018-10-28,SBI Large & Midcap Fund,200.2231,Large & Mid Cap,Equity
2018-10-29,SBI Large & Midcap Fund,205.1347,Large & Mid Cap,Equity
2018-10-30,SBI Large & Midcap Fund,205.8664,Large & Mid Cap,Equity
2018-10-31,SBI Large & Midcap Fund,209.1461,Large & Mid Cap,Equity
2018-11-01,SBI Large & Midcap Fund,210.1685,Large & Mid Cap,Equity
2018-11-02,SBI Large & Midcap Fund,211.6104,Large & Mid Cap,Equity
2018-11-03,SBI Large & Midcap Fund,211.6104,Large & Mid Cap,Equity
2018-11-04,SBI Large & Midcap Fund,211.6104,Large & Mid Cap,Equity
2018-11-05,SBI Large & Midcap Fund,211.1896,Large & Mid Cap,Equity
2018-11-06,SBI Large & Midcap Fund,210.6225,Large & Mid Cap,Equity
2018-11-07,SBI Large & Midcap Fund,210.6225,Large & Mid Cap,Equity
2018-11-08,SBI Large & Midcap Fund,210.6225,Large & Mid Cap,Equity
2018-11-09,SBI Large & Midcap Fund,213.0503,Large & Mid Cap,Equity
2018-11-10,SBI Large & Midcap Fund,213.0503,Large & Mid Cap,Equity
2018-11-11,SBI Large & Midcap Fund,213.0503,Large & Mid Cap,Equity
2018-11-12,SBI Large & Midcap Fund,210.8605,Large & Mid Cap,Equity
2018-11-13,SBI Large & Midcap Fund,211.6836,Large & Mid Cap,Equity
2018-11-14,SBI Large & Midcap Fund,212.4024,Large & Mid Cap,Equity
2018-11-15,SBI Large & Midcap Fund,213.3042,Large & Mid Cap,Equity
2018-11-16,SBI Large & Midcap Fund,214.4035,Large & Mid Cap,Equity
2018-11-17,SBI Large & Midcap Fund,214.4035,Large & Mid Cap,Equity
2018-11-18,SBI Large & Midcap Fund,214.4035,Large & Mid Cap,Equity
2018-11-19,SBI Large & Midcap Fund,214.7245,Large & Mid Cap,Equity
2018-11-20,SBI Large & Midcap Fund,213.2664,Large & Mid Cap,Equity
2018-11-21,SBI Large & Midcap Fund,213.711,Large & Mid Cap,Equity
2018-11-22,SBI Large & Midcap Fund,213.0307,Large & Mid Cap,Equity
2018-11-23,SBI Large & Midcap Fund,213.0307,Large & Mid Cap,Equity
2018-11-24,SBI Large & Midcap Fund,213.0307,Large & Mid Cap,Equity
2018-11-25,SBI Large & Midcap Fund,213.0307,Large & Mid Cap,Equity
2018-11-26,SBI Large & Midcap Fund,214.2097,Large & Mid Cap,Equity
2018-11-27,SBI Large & Midcap Fund,214.8932,Large & Mid Cap,Equity
2018-11-28,SBI Large & Midcap Fund,214.8915,Large & Mid Cap,Equity
2018-11-29,SBI Large & Midcap Fund,215.8023,Large & Mid Cap,Equity
2018-11-30,SBI Large & Midcap Fund,216.5949,Large & Mid Cap,Equity
2018-12-01,SBI Large & Midcap Fund,216.5949,Large & Mid Cap,Equity
2018-12-02,SBI Large & Midcap Fund,216.5949,Large & Mid Cap,Equity
2018-12-03,SBI Large & Midcap Fund,217.5709,Large & Mid Cap,Equity
2018-12-04,SBI Large & Midcap Fund,218.376,Large & Mid Cap,Equity
2018-12-05,SBI Large & Midcap Fund,216.7397,Large & Mid Cap,Equity
2018-12-06,SBI Large & Midcap Fund,213.6418,Large & Mid Cap,Equity
2018-12-07,SBI Large & Midcap Fund,214.012,Large & Mid Cap,Equity
2018-12-08,SBI Large & Midcap Fund,214.012,Large & Mid Cap,Equity
2018-12-09,SBI Large & Midcap Fund,214.012,Large & Mid Cap,Equity
2018-12-10,SBI Large & Midcap Fund,210.6421,Large & Mid Cap,Equity
2018-12-11,SBI Large & Midcap Fund,212.9534,Large & Mid Cap,Equity
2018-12-12,SBI Large & Midcap Fund,217.2065,Large & Mid Cap,Equity
2018-12-13,SBI Large & Midcap Fund,218.4957,Large & Mid Cap,Equity
2018-12-14,SBI Large & Midcap Fund,218.6428,Large & Mid Cap,Equity
2018-12-15,SBI Large & Midcap Fund,218.6428,Large & Mid Cap,Equity
2018-12-16,SBI Large & Midcap Fund,218.6428,Large & Mid Cap,Equity
2018-12-17,SBI Large & Midcap Fund,218.8362,Large & Mid Cap,Equity
2018-12-18,SBI Large & Midcap Fund,219.1757,Large & Mid Cap,Equity
2018-12-19,SBI Large & Midcap Fund,221.6594,Large & Mid Cap,Equity
2018-12-20,SBI Large & Midcap Fund,221.3078,Large & Mid Cap,Equity
2018-12-21,SBI Large & Midcap Fund,217.7342,Large & Mid Cap,Equity
2018-12-22,SBI Large & Midcap Fund,217.7342,Large & Mid Cap,Equity
2018-12-23,SBI Large & Midcap Fund,217.7342,Large & Mid Cap,Equity
2018-12-24,SBI Large & Midcap Fund,216.1224,Large & Mid Cap,Equity
2018-12-25,SBI Large & Midcap Fund,216.1224,Large & Mid Cap,Equity
2018-12-26,SBI Large & Midcap Fund,217.0036,Large & Mid Cap,Equity
2018-12-27,SBI Large & Midcap Fund,217.6397,Large & Mid Cap,Equity
2018-12-28,SBI Large & Midcap Fund,218.9738,Large & Mid Cap,Equity
2018-12-29,SBI Large & Midcap Fund,218.9738,Large & Mid Cap,Equity
2018-12-30,SBI Large & Midcap Fund,218.9738,Large & Mid Cap,Equity
2018-12-31,SBI Large & Midcap Fund,220.3201,Large & Mid Cap,Equity
2019-01-01,SBI Large & Midcap Fund,220.9482,Large & Mid Cap,Equity
2019-01-02,SBI Large & Midcap Fund,219.1723,Large & Mid Cap,Equity
2019-01-03,SBI Large & Midcap Fund,217.6679,Large & Mid Cap,Equity
2019-01-04,SBI Large & Midcap Fund,217.7976,Large & Mid Cap,Equity
2019-01-05,SBI Large & Midcap Fund,217.7976,Large & Mid Cap,Equity
2019-01-06,SBI Large & Midcap Fund,217.7976,Large & Mid Cap,Equity
2019-01-07,SBI Large & Midcap Fund,219.282,Large & Mid Cap,Equity
2019-01-08,SBI Large & Midcap Fund,219.9186,Large & Mid Cap,Equity
2019-01-09,SBI Large & Midcap Fund,220.5533,Large & Mid Cap,Equity
2019-01-10,SBI Large & Midcap Fund,221.4094,Large & Mid Cap,Equity
2019-01-11,SBI Large & Midcap Fund,221.1263,Large & Mid Cap,Equity
2019-01-12,SBI Large & Midcap Fund,221.1263,Large & Mid Cap,Equity
2019-01-13,SBI Large & Midcap Fund,221.1263,Large & Mid Cap,Equity
2019-01-14,SBI Large & Midcap Fund,219.8217,Large & Mid Cap,Equity
2019-01-15,SBI Large & Midcap Fund,221.4357,Large & Mid Cap,Equity
2019-01-16,SBI Large & Midcap Fund,221.5962,Large & Mid Cap,Equity
2019-01-17,SBI Large & Midcap Fund,220.8409,Large & Mid Cap,Equity
2019-01-18,SBI Large & Midcap Fund,219.5787,Large & Mid Cap,Equity
2019-01-19,SBI Large & Midcap Fund,219.5787,Large & Mid Cap,Equity
2019-01-20,SBI Large & Midcap Fund,219.5787,Large & Mid Cap,Equity
2019-01-21,SBI Large & Midcap Fund,219.1459,Large & Mid Cap,Equity
2019-01-22,SBI Large & Midcap Fund,218.9766,Large & Mid Cap,Equity
2019-01-23,SBI Large & Midcap Fund,217.3964,Large & Mid Cap,Equity
2019-01-24,SBI Large & Midcap Fund,216.7828,Large & Mid Cap,Equity
2019-01-25,SBI Large & Midcap Fund,215.6239,Large & Mid Cap,Equity
2019-01-26,SBI Large & Midcap Fund,215.6239,Large & Mid Cap,Equity
2019-01-27,SBI Large & Midcap Fund,215.6239,Large & Mid Cap,Equity
2019-01-28,SBI Large & Midcap Fund,213.0766,Large & Mid Cap,Equity
2019-01-29,SBI Large & Midcap Fund,212.8612,Large & Mid Cap,Equity
2019-01-30,SBI Large & Midcap Fund,213.956,Large & Mid Cap,Equity
2019-01-31,SBI Large & Midcap Fund,216.859,Large & Mid Cap,Equity
2019-02-01,SBI Large & Midcap Fund,217.7219,Large & Mid Cap,Equity
2019-02-02,SBI Large & Midcap Fund,217.7219,Large & Mid Cap,Equity
2019-02-03,SBI Large & Midcap Fund,217.7219,Large & Mid Cap,Equity
2019-02-04,SBI Large & Midcap Fund,217.2765,Large & Mid Cap,Equity
2019-02-05,SBI Large & Midcap Fund,215.8974,Large & Mid Cap,Equity
2019-02-06,SBI Large & Midcap Fund,217.103,Large & Mid Cap,Equity
2019-02-07,SBI Large & Midcap Fund,217.9379,Large & Mid Cap,Equity
2019-02-08,SBI Large & Midcap Fund,216.0069,Large & Mid Cap,Equity
2019-02-09,SBI Large & Midcap Fund,216.0069,Large & Mid Cap,Equity
2019-02-10,SBI Large & Midcap Fund,216.0069,Large & Mid Cap,Equity
2019-02-11,SBI Large & Midcap Fund,213.5109,Large & Mid Cap,Equity
2019-02-12,SBI Large & Midcap Fund,212.7409,Large & Mid Cap,Equity
2019-02-13,SBI Large & Midcap Fund,211.8255,Large & Mid Cap,Equity
2019-02-14,SBI Large & Midcap Fund,211.3955,Large & Mid Cap,Equity
2019-02-15,SBI Large & Midcap Fund,210.3902,Large & Mid Cap,Equity
2019-02-16,SBI Large & Midcap Fund,210.3902,Large & Mid Cap,Equity
2019-02-17,SBI Large & Midcap Fund,210.3902,Large & Mid Cap,Equity
2019-02-18,SBI Large & Midcap Fund,208.2607,Large & Mid Cap,Equity
2019-02-19,SBI Large & Midcap Fund,208.4103,Large & Mid Cap,Equity
2019-02-20,SBI Large & Midcap Fund,209.7873,Large & Mid Cap,Equity
2019-02-21,SBI Large & Midcap Fund,211.4842,Large & Mid Cap,Equity
2019-02-22,SBI Large & Midcap Fund,212.0217,Large & Mid Cap,Equity
2019-02-23,SBI Large & Midcap Fund,212.0217,Large & Mid Cap,Equity
2019-02-24,SBI Large & Midcap Fund,212.0217,Large & Mid Cap,Equity
2019-02-25,SBI Large & Midcap Fund,213.2717,Large & Mid Cap,Equity
2019-02-26,SBI Large & Midcap Fund,212.1911,Large & Mid Cap,Equity
2019-02-27,SBI Large & Midcap Fund,212.3286,Large & Mid Cap,Equity
2019-02-28,SBI Large & Midcap Fund,212.7361,Large & Mid Cap,Equity
2019-03-01,SBI Large & Midcap Fund,213.8958,Large & Mid Cap,Equity
2019-03-02,SBI Large & Midcap Fund,213.8958,Large & Mid Cap,Equity
2019-03-03,SBI Large & Midcap Fund,213.8958,Large & Mid Cap,Equity
2019-03-04,SBI Large & Midcap Fund,213.8958,Large & Mid Cap,Equity
