date,fund_name,nav,cap,fund_type
2017-04-26,HDFC Corporate Bond Fund,18.2451,Debt,Debt
2017-04-27,HDFC Corporate Bond Fund,18.2487,Debt,Debt
2017-04-28,HDFC Corporate Bond Fund,18.2522,Debt,Debt
2017-04-29,HDFC Corporate Bond Fund,18.2522,Debt,Debt
2017-04-30,HDFC Corporate Bond Fund,18.2522,Debt,Debt
2017-05-01,HDFC Corporate Bond Fund,18.2522,Debt,Debt
2017-05-02,HDFC Corporate Bond Fund,18.2583,Debt,Debt
2017-05-03,HDFC Corporate Bond Fund,18.2602,Debt,Debt
2017-05-04,HDFC Corporate Bond Fund,18.263,Debt,Debt
2017-05-05,HDFC Corporate Bond Fund,18.2717,Debt,Debt
2017-05-06,HDFC Corporate Bond Fund,18.2717,Debt,Debt
2017-05-07,HDFC Corporate Bond Fund,18.2717,Debt,Debt
2017-05-08,HDFC Corporate Bond Fund,18.2803,Debt,Debt
2017-05-09,HDFC Corporate Bond Fund,18.2872,Debt,Debt
2017-05-10,HDFC Corporate Bond Fund,18.2872,Debt,Debt
2017-05-11,HDFC Corporate Bond Fund,18.2924,Debt,Debt
2017-05-12,HDFC Corporate Bond Fund,18.2986,Debt,Debt
2017-05-13,HDFC Corporate Bond Fund,18.2986,Debt,Debt
2017-05-14,HDFC Corporate Bond Fund,18.2986,Debt,Debt
2017-05-15,HDFC Corporate Bond Fund,18.3311,Debt,Debt
2017-05-16,HDFC Corporate Bond Fund,18.3298,Debt,Debt
2017-05-17,HDFC Corporate Bond Fund,18.3331,Debt,Debt
2017-05-18,HDFC Corporate Bond Fund,18.3356,Debt,Debt
2017-05-19,HDFC Corporate Bond Fund,18.3372,Debt,Debt
2017-05-20,HDFC Corporate Bond Fund,18.3372,Debt,Debt
2017-05-21,HDFC Corporate Bond Fund,18.3372,Debt,Debt
2017-05-22,HDFC Corporate Bond Fund,18.3499,Debt,Debt
2017-05-23,HDFC Corporate Bond Fund,18.3572,Debt,Debt
2017-05-24,HDFC Corporate Bond Fund,18.3617,Debt,Debt
2017-05-25,HDFC Corporate Bond Fund,18.3751,Debt,Debt
2017-05-26,HDFC Corporate Bond Fund,18.3857,Debt,Debt
2017-05-27,HDFC Corporate Bond Fund,18.3857,Debt,Debt
2017-05-28,HDFC Corporate Bond Fund,18.3857,Debt,Debt
2017-05-29,HDFC Corporate Bond Fund,18.3881,Debt,Debt
2017-05-30,HDFC Corporate Bond Fund,18.3926,Debt,Debt
2017-05-31,HDFC Corporate Bond Fund,18.4017,Debt,Debt
2017-06-01,HDFC Corporate Bond Fund,18.4189,Debt,Debt
2017-06-02,HDFC Corporate Bond Fund,18.4265,Debt,Debt
2017-06-03,HDFC Corporate Bond Fund,18.4265,Debt,Debt
2017-06-04,HDFC Corporate Bond Fund,18.4265,Debt,Debt
2017-06-05,HDFC Corporate Bond Fund,18.4362,Debt,Debt
2017-06-06,HDFC Corporate Bond Fund,18.4435,Debt,Debt
2017-06-07,HDFC Corporate Bond Fund,18.4788,Debt,Debt
2017-06-08,HDFC Corporate Bond Fund,18.5206,Debt,Debt
2017-06-09,HDFC Corporate Bond Fund,18.5334,Debt,Debt
2017-06-10,HDFC Corporate Bond Fund,18.5334,Debt,Debt
2017-06-11,HDFC Corporate Bond Fund,18.5334,Debt,Debt
2017-06-12,HDFC Corporate Bond Fund,18.5447,Debt,Debt
2017-06-13,HDFC Corporate Bond Fund,18.5607,Debt,Debt
2017-06-14,HDFC Corporate Bond Fund,18.5594,Debt,Debt
2017-06-15,HDFC Corporate Bond Fund,18.565,Debt,Debt
2017-06-16,HDFC Corporate Bond Fund,18.5616,Debt,Debt
2017-06-17,HDFC Corporate Bond Fund,18.5616,Debt,Debt
2017-06-18,HDFC Corporate Bond Fund,18.5616,Debt,Debt
2017-06-19,HDFC Corporate Bond Fund,18.5733,Debt,Debt
2017-06-20,HDFC Corporate Bond Fund,18.5782,Debt,Debt
2017-06-21,HDFC Corporate Bond Fund,18.5831,Debt,Debt
2017-06-22,HDFC Corporate Bond Fund,18.5856,Debt,Debt
2017-06-23,HDFC Corporate Bond Fund,18.587,Debt,Debt
2017-06-24,HDFC Corporate Bond Fund,18.587,Debt,Debt
2017-06-25,HDFC Corporate Bond Fund,18.587,Debt,Debt
2017-06-26,HDFC Corporate Bond Fund,18.587,Debt,Debt
2017-06-27,HDFC Corporate Bond Fund,18.5948,Debt,Debt
2017-06-28,HDFC Corporate Bond Fund,18.5864,Debt,Debt
2017-06-29,HDFC Corporate Bond Fund,18.587,Debt,Debt
2017-06-30,HDFC Corporate Bond Fund,18.5864,Debt,Debt
2017-07-01,HDFC Corporate Bond Fund,18.5864,Debt,Debt
2017-07-02,HDFC Corporate Bond Fund,18.5864,Debt,Debt
2017-07-03,HDFC Corporate Bond Fund,18.5748,Debt,Debt
2017-07-04,HDFC Corporate Bond Fund,18.5873,Debt,Debt
2017-07-05,HDFC Corporate Bond Fund,18.6047,Debt,Debt
2017-07-06,HDFC Corporate Bond Fund,18.6153,Debt,Debt
2017-07-07,HDFC Corporate Bond Fund,18.6216,Debt,Debt
2017-07-08,HDFC Corporate Bond Fund,18.6216,Debt,Debt
2017-07-09,HDFC Corporate Bond Fund,18.6216,Debt,Debt
2017-07-10,HDFC Corporate Bond Fund,18.6453,Debt,Debt
2017-07-11,HDFC Corporate Bond Fund,18.6542,Debt,Debt
2017-07-12,HDFC Corporate Bond Fund,18.6636,Debt,Debt
2017-07-13,HDFC Corporate Bond Fund,18.6724,Debt,Debt
2017-07-14,HDFC Corporate Bond Fund,18.6764,Debt,Debt
2017-07-15,HDFC Corporate Bond Fund,18.6764,Debt,Debt
2017-07-16,HDFC Corporate Bond Fund,18.6764,Debt,Debt
2017-07-17,HDFC Corporate Bond Fund,18.6943,Debt,Debt
2017-07-18,HDFC Corporate Bond Fund,18.7057,Debt,Debt
2017-07-19,HDFC Corporate Bond Fund,18.7155,Debt,Debt
2017-07-20,HDFC Corporate Bond Fund,18.723,Debt,Debt
2017-07-21,HDFC Corporate Bond Fund,18.741,Debt,Debt
2017-07-22,HDFC Corporate Bond Fund,18.741,Debt,Debt
2017-07-23,HDFC Corporate Bond Fund,18.741,Debt,Debt
2017-07-24,HDFC Corporate Bond Fund,18.7502,Debt,Debt
2017-07-25,HDFC Corporate Bond Fund,18.7551,Debt,Debt
2017-07-26,HDFC Corporate Bond Fund,18.7562,Debt,Debt
2017-07-27,HDFC Corporate Bond Fund,18.7653,Debt,Debt
2017-07-28,HDFC Corporate Bond Fund,18.7701,Debt,Debt
2017-07-29,HDFC Corporate Bond Fund,18.7701,Debt,Debt
2017-07-30,HDFC Corporate Bond Fund,18.7701,Debt,Debt
2017-07-31,HDFC Corporate Bond Fund,18.7783,Debt,Debt
2017-08-01,HDFC Corporate Bond Fund,18.7852,Debt,Debt
2017-08-02,HDFC Corporate Bond Fund,18.7943,Debt,Debt
2017-08-03,HDFC Corporate Bond Fund,18.823,Debt,Debt
2017-08-04,HDFC Corporate Bond Fund,18.8258,Debt,Debt
2017-08-05,HDFC Corporate Bond Fund,18.8258,Debt,Debt
2017-08-06,HDFC Corporate Bond Fund,18.8258,Debt,Debt
2017-08-07,HDFC Corporate Bond Fund,18.8364,Debt,Debt
2017-08-08,HDFC Corporate Bond Fund,18.8415,Debt,Debt
2017-08-09,HDFC Corporate Bond Fund,18.8461,Debt,Debt
2017-08-10,HDFC Corporate Bond Fund,18.8429,Debt,Debt
2017-08-11,HDFC Corporate Bond Fund,18.8399,Debt,Debt
2017-08-12,HDFC Corporate Bond Fund,18.8399,Debt,Debt
2017-08-13,HDFC Corporate Bond Fund,18.8399,Debt,Debt
2017-08-14,HDFC Corporate Bond Fund,18.8498,Debt,Debt
2017-08-15,HDFC Corporate Bond Fund,18.8498,Debt,Debt
2017-08-16,HDFC Corporate Bond Fund,18.8517,Debt,Debt
2017-08-17,HDFC Corporate Bond Fund,18.8517,Debt,Debt
2017-08-18,HDFC Corporate Bond Fund,18.8637,Debt,Debt
2017-08-19,HDFC Corporate Bond Fund,18.8637,Debt,Debt
2017-08-20,HDFC Corporate Bond Fund,18.8637,Debt,Debt
2017-08-21,HDFC Corporate Bond Fund,18.874,Debt,Debt
2017-08-22,HDFC Corporate Bond Fund,18.8756,Debt,Debt
2017-08-23,HDFC Corporate Bond Fund,18.8761,Debt,Debt
2017-08-24,HDFC Corporate Bond Fund,18.8803,Debt,Debt
2017-08-25,HDFC Corporate Bond Fund,18.8803,Debt,Debt
2017-08-26,HDFC Corporate Bond Fund,18.8803,Debt,Debt
2017-08-27,HDFC Corporate Bond Fund,18.8803,Debt,Debt
2017-08-28,HDFC Corporate Bond Fund,18.8922,Debt,Debt
2017-08-29,HDFC Corporate Bond Fund,18.8977,Debt,Debt
2017-08-30,HDFC Corporate Bond Fund,18.9001,Debt,Debt
2017-08-31,HDFC Corporate Bond Fund,18.909,Debt,Debt
2017-09-01,HDFC Corporate Bond Fund,18.9324,Debt,Debt
2017-09-02,HDFC Corporate Bond Fund,18.9324,Debt,Debt
2017-09-03,HDFC Corporate Bond Fund,18.9324,Debt,Debt
2017-09-04,HDFC Corporate Bond Fund,18.9408,Debt,Debt
2017-09-05,HDFC Corporate Bond Fund,18.9401,Debt,Debt
2017-09-06,HDFC Corporate Bond Fund,18.9457,Debt,Debt
2017-09-07,HDFC Corporate Bond Fund,18.9455,Debt,Debt
2017-09-08,HDFC Corporate Bond Fund,18.9462,Debt,Debt
2017-09-09,HDFC Corporate Bond Fund,18.9462,Debt,Debt
2017-09-10,HDFC Corporate Bond Fund,18.9462,Debt,Debt
2017-09-11,HDFC Corporate Bond Fund,18.9525,Debt,Debt
2017-09-12,HDFC Corporate Bond Fund,18.948,Debt,Debt
2017-09-13,HDFC Corporate Bond Fund,18.948,Debt,Debt
2017-09-14,HDFC Corporate Bond Fund,18.9487,Debt,Debt
2017-09-15,HDFC Corporate Bond Fund,18.9461,Debt,Debt
2017-09-16,HDFC Corporate Bond Fund,18.9461,Debt,Debt
2017-09-17,HDFC Corporate Bond Fund,18.9461,Debt,Debt
2017-09-18,HDFC Corporate Bond Fund,18.9496,Debt,Debt
2017-09-19,HDFC Corporate Bond Fund,18.9552,Debt,Debt
2017-09-20,HDFC Corporate Bond Fund,18.959,Debt,Debt
2017-09-21,HDFC Corporate Bond Fund,18.9345,Debt,Debt
2017-09-22,HDFC Corporate Bond Fund,18.932,Debt,Debt
2017-09-23,HDFC Corporate Bond Fund,18.932,Debt,Debt
2017-09-24,HDFC Corporate Bond Fund,18.932,Debt,Debt
2017-09-25,HDFC Corporate Bond Fund,18.9476,Debt,Debt
2017-09-26,HDFC Corporate Bond Fund,18.9457,Debt,Debt
2017-09-27,HDFC Corporate Bond Fund,18.9481,Debt,Debt
2017-09-28,HDFC Corporate Bond Fund,18.9575,Debt,Debt
2017-09-29,HDFC Corporate Bond Fund,18.9603,Debt,Debt
2017-09-30,HDFC Corporate Bond Fund,18.9603,Debt,Debt
2017-10-01,HDFC Corporate Bond Fund,18.9603,Debt,Debt
2017-10-02,HDFC Corporate Bond Fund,18.9603,Debt,Debt
2017-10-03,HDFC Corporate Bond Fund,18.9936,Debt,Debt
2017-10-04,HDFC Corporate Bond Fund,18.9858,Debt,Debt
2017-10-05,HDFC Corporate Bond Fund,18.9828,Debt,Debt
2017-10-06,HDFC Corporate Bond Fund,18.9842,Debt,Debt
2017-10-07,HDFC Corporate Bond Fund,18.9842,Debt,Debt
2017-10-08,HDFC Corporate Bond Fund,18.9842,Debt,Debt
2017-10-09,HDFC Corporate Bond Fund,18.9898,Debt,Debt
2017-10-10,HDFC Corporate Bond Fund,18.991,Debt,Debt
2017-10-11,HDFC Corporate Bond Fund,18.9964,Debt,Debt
2017-10-12,HDFC Corporate Bond Fund,19.0003,Debt,Debt
2017-10-13,HDFC Corporate Bond Fund,19.0153,Debt,Debt
2017-10-14,HDFC Corporate Bond Fund,19.0153,Debt,Debt
2017-10-15,HDFC Corporate Bond Fund,19.0153,Debt,Debt
2017-10-16,HDFC Corporate Bond Fund,19.029,Debt,Debt
2017-10-17,HDFC Corporate Bond Fund,19.0336,Debt,Debt
2017-10-18,HDFC Corporate Bond Fund,19.0361,Debt,Debt
2017-10-19,HDFC Corporate Bond Fund,19.0361,Debt,Debt
2017-10-20,HDFC Corporate Bond Fund,19.0361,Debt,Debt
2017-10-21,HDFC Corporate Bond Fund,19.0361,Debt,Debt
2017-10-22,HDFC Corporate Bond Fund,19.0361,Debt,Debt
2017-10-23,HDFC Corporate Bond Fund,19.0449,Debt,Debt
2017-10-24,HDFC Corporate Bond Fund,19.0484,Debt,Debt
2017-10-25,HDFC Corporate Bond Fund,19.0475,Debt,Debt
2017-10-26,HDFC Corporate Bond Fund,19.0512,Debt,Debt
2017-10-27,HDFC Corporate Bond Fund,19.0531,Debt,Debt
2017-10-28,HDFC Corporate Bond Fund,19.0531,Debt,Debt
2017-10-29,HDFC Corporate Bond Fund,19.0531,Debt,Debt
2017-10-30,HDFC Corporate Bond Fund,19.0561,Debt,Debt
2017-10-31,HDFC Corporate Bond Fund,19.0607,Debt,Debt
2017-11-01,HDFC Corporate Bond Fund,19.0654,Debt,Debt
2017-11-02,HDFC Corporate Bond Fund,19.0693,Debt,Debt
2017-11-03,HDFC Corporate Bond Fund,19.0743,Debt,Debt
2017-11-04,HDFC Corporate Bond Fund,19.0743,Debt,Debt
2017-11-05,HDFC Corporate Bond Fund,19.0743,Debt,Debt
2017-11-06,HDFC Corporate Bond Fund,19.0812,Debt,Debt
2017-11-07,HDFC Corporate Bond Fund,19.0766,Debt,Debt
2017-11-08,HDFC Corporate Bond Fund,19.0803,Debt,Debt
2017-11-09,HDFC Corporate Bond Fund,19.0836,Debt,Debt
2017-11-10,HDFC Corporate Bond Fund,19.0894,Debt,Debt
2017-11-11,HDFC Corporate Bond Fund,19.0894,Debt,Debt
2017-11-12,HDFC Corporate Bond Fund,19.0894,Debt,Debt
2017-11-13,HDFC Corporate Bond Fund,19.0968,Debt,Debt
2017-11-14,HDFC Corporate Bond Fund,19.0752,Debt,Debt
2017-11-15,HDFC Corporate Bond Fund,19.079,Debt,Debt
2017-11-16,HDFC Corporate Bond Fund,19.0648,Debt,Debt
2017-11-17,HDFC Corporate Bond Fund,19.0769,Debt,Debt
2017-11-18,HDFC Corporate Bond Fund,19.0769,Debt,Debt
2017-11-19,HDFC Corporate Bond Fund,19.0769,Debt,Debt
2017-11-20,HDFC Corporate Bond Fund,19.1154,Debt,Debt
2017-11-21,HDFC Corporate Bond Fund,19.1197,Debt,Debt
2017-11-22,HDFC Corporate Bond Fund,19.1052,Debt,Debt
2017-11-23,HDFC Corporate Bond Fund,19.0951,Debt,Debt
2017-11-24,HDFC Corporate Bond Fund,19.0963,Debt,Debt
2017-11-25,HDFC Corporate Bond Fund,19.0963,Debt,Debt
2017-11-26,HDFC Corporate Bond Fund,19.0963,Debt,Debt
2017-11-27,HDFC Corporate Bond Fund,19.1026,Debt,Debt
2017-11-28,HDFC Corporate Bond Fund,19.1006,Debt,Debt
2017-11-29,HDFC Corporate Bond Fund,19.1039,Debt,Debt
2017-11-30,HDFC Corporate Bond Fund,19.1078,Debt,Debt
2017-12-01,HDFC Corporate Bond Fund,19.1078,Debt,Debt
2017-12-02,HDFC Corporate Bond Fund,19.1078,Debt,Debt
2017-12-03,HDFC Corporate Bond Fund,19.1078,Debt,Debt
2017-12-04,HDFC Corporate Bond Fund,19.1163,Debt,Debt
2017-12-05,HDFC Corporate Bond Fund,19.1175,Debt,Debt
2017-12-06,HDFC Corporate Bond Fund,19.1227,Debt,Debt
2017-12-07,HDFC Corporate Bond Fund,19.1279,Debt,Debt
2017-12-08,HDFC Corporate Bond Fund,19.1304,Debt,Debt
2017-12-09,HDFC Corporate Bond Fund,19.1304,Debt,Debt
2017-12-10,HDFC Corporate Bond Fund,19.1304,Debt,Debt
2017-12-11,HDFC Corporate Bond Fund,19.121,Debt,Debt
2017-12-12,HDFC Corporate Bond Fund,19.1144,Debt,Debt
2017-12-13,HDFC Corporate Bond Fund,19.1077,Debt,Debt
2017-12-14,HDFC Corporate Bond Fund,19.1015,Debt,Debt
2017-12-15,HDFC Corporate Bond Fund,19.1018,Debt,Debt
2017-12-16,HDFC Corporate Bond Fund,19.1018,Debt,Debt
2017-12-17,HDFC Corporate Bond Fund,19.1018,Debt,Debt
2017-12-18,HDFC Corporate Bond Fund,19.1108,Debt,Debt
2017-12-19,HDFC Corporate Bond Fund,19.111,Debt,Debt
2017-12-20,HDFC Corporate Bond Fund,19.0963,Debt,Debt
2017-12-21,HDFC Corporate Bond Fund,19.0834,Debt,Debt
2017-12-22,HDFC Corporate Bond Fund,19.0739,Debt,Debt
2017-12-23,HDFC Corporate Bond Fund,19.0739,Debt,Debt
2017-12-24,HDFC Corporate Bond Fund,19.0739,Debt,Debt
2017-12-25,HDFC Corporate Bond Fund,19.0739,Debt,Debt
2017-12-26,HDFC Corporate Bond Fund,19.0738,Debt,Debt
2017-12-27,HDFC Corporate Bond Fund,19.0725,Debt,Debt
2017-12-28,HDFC Corporate Bond Fund,19.0481,Debt,Debt
2017-12-29,HDFC Corporate Bond Fund,19.0729,Debt,Debt
2017-12-30,HDFC Corporate Bond Fund,19.0729,Debt,Debt
2017-12-31,HDFC Corporate Bond Fund,19.0729,Debt,Debt
2018-01-01,HDFC Corporate Bond Fund,19.0932,Debt,Debt
2018-01-02,HDFC Corporate Bond Fund,19.0979,Debt,Debt
2018-01-03,HDFC Corporate Bond Fund,19.0978,Debt,Debt
2018-01-04,HDFC Corporate Bond Fund,19.0936,Debt,Debt
2018-01-05,HDFC Corporate Bond Fund,19.1139,Debt,Debt
2018-01-06,HDFC Corporate Bond Fund,19.1139,Debt,Debt
2018-01-07,HDFC Corporate Bond Fund,19.1139,Debt,Debt
2018-01-08,HDFC Corporate Bond Fund,19.1255,Debt,Debt
2018-01-09,HDFC Corporate Bond Fund,19.1227,Debt,Debt
2018-01-10,HDFC Corporate Bond Fund,19.1044,Debt,Debt
2018-01-11,HDFC Corporate Bond Fund,19.1019,Debt,Debt
2018-01-12,HDFC Corporate Bond Fund,19.1031,Debt,Debt
2018-01-13,HDFC Corporate Bond Fund,19.1031,Debt,Debt
2018-01-14,HDFC Corporate Bond Fund,19.1031,Debt,Debt
2018-01-15,HDFC Corporate Bond Fund,19.1199,Debt,Debt
2018-01-16,HDFC Corporate Bond Fund,19.1038,Debt,Debt
2018-01-17,HDFC Corporate Bond Fund,19.1287,Debt,Debt
2018-01-18,HDFC Corporate Bond Fund,19.1281,Debt,Debt
2018-01-19,HDFC Corporate Bond Fund,19.1308,Debt,Debt
2018-01-20,HDFC Corporate Bond Fund,19.1308,Debt,Debt
2018-01-21,HDFC Corporate Bond Fund,19.1308,Debt,Debt
2018-01-22,HDFC Corporate Bond Fund,19.1372,Debt,Debt
2018-01-23,HDFC Corporate Bond Fund,19.1472,Debt,Debt
2018-01-24,HDFC Corporate Bond Fund,19.1472,Debt,Debt
2018-01-25,HDFC Corporate Bond Fund,19.1432,Debt,Debt
2018-01-26,HDFC Corporate Bond Fund,19.1432,Debt,Debt
2018-01-27,HDFC Corporate Bond Fund,19.1432,Debt,Debt
2018-01-28,HDFC Corporate Bond Fund,19.1432,Debt,Debt
2018-01-29,HDFC Corporate Bond Fund,19.1507,Debt,Debt
2018-01-30,HDFC Corporate Bond Fund,19.1379,Debt,Debt
2018-01-31,HDFC Corporate Bond Fund,19.1442,Debt,Debt
2018-02-01,HDFC Corporate Bond Fund,19.1073,Debt,Debt
2018-02-02,HDFC Corporate Bond Fund,19.1142,Debt,Debt
2018-02-03,HDFC Corporate Bond Fund,19.1142,Debt,Debt
2018-02-04,HDFC Corporate Bond Fund,19.1142,Debt,Debt
2018-02-05,HDFC Corporate Bond Fund,19.1247,Debt,Debt
2018-02-06,HDFC Corporate Bond Fund,19.1359,Debt,Debt
2018-02-07,HDFC Corporate Bond Fund,19.1559,Debt,Debt
2018-02-08,HDFC Corporate Bond Fund,19.1705,Debt,Debt
2018-02-09,HDFC Corporate Bond Fund,19.1727,Debt,Debt
2018-02-10,HDFC Corporate Bond Fund,19.1727,Debt,Debt
2018-02-11,HDFC Corporate Bond Fund,19.1727,Debt,Debt
2018-02-12,HDFC Corporate Bond Fund,19.1819,Debt,Debt
2018-02-13,HDFC Corporate Bond Fund,19.1819,Debt,Debt
2018-02-14,HDFC Corporate Bond Fund,19.1902,Debt,Debt
2018-02-15,HDFC Corporate Bond Fund,19.1787,Debt,Debt
2018-02-16,HDFC Corporate Bond Fund,19.1831,Debt,Debt
2018-02-17,HDFC Corporate Bond Fund,19.1831,Debt,Debt
2018-02-18,HDFC Corporate Bond Fund,19.1831,Debt,Debt
2018-02-19,HDFC Corporate Bond Fund,19.1831,Debt,Debt
2018-02-20,HDFC Corporate Bond Fund,19.1781,Debt,Debt
2018-02-21,HDFC Corporate Bond Fund,19.1714,Debt,Debt
2018-02-22,HDFC Corporate Bond Fund,19.1524,Debt,Debt
2018-02-23,HDFC Corporate Bond Fund,19.1682,Debt,Debt
2018-02-24,HDFC Corporate Bond Fund,19.1682,Debt,Debt
2018-02-25,HDFC Corporate Bond Fund,19.1682,Debt,Debt
2018-02-26,HDFC Corporate Bond Fund,19.1774,Debt,Debt
2018-02-27,HDFC Corporate Bond Fund,19.1706,Debt,Debt
2018-02-28,HDFC Corporate Bond Fund,19.1702,Debt,Debt
2018-03-01,HDFC Corporate Bond Fund,19.1646,Debt,Debt
2018-03-02,HDFC Corporate Bond Fund,19.1646,Debt,Debt
2018-03-03,HDFC Corporate Bond Fund,19.1646,Debt,Debt
2018-03-04,HDFC Corporate Bond Fund,19.1646,Debt,Debt
2018-03-05,HDFC Corporate Bond Fund,19.1808,Debt,Debt
2018-03-06,HDFC Corporate Bond Fund,19.1867,Debt,Debt
2018-03-07,HDFC Corporate Bond Fund,19.2136,Debt,Debt
2018-03-08,HDFC Corporate Bond Fund,19.2297,Debt,Debt
2018-03-09,HDFC Corporate Bond Fund,19.2314,Debt,Debt
2018-03-10,HDFC Corporate Bond Fund,19.2314,Debt,Debt
2018-03-11,HDFC Corporate Bond Fund,19.2314,Debt,Debt
2018-03-12,HDFC Corporate Bond Fund,19.2596,Debt,Debt
2018-03-13,HDFC Corporate Bond Fund,19.2744,Debt,Debt
2018-03-14,HDFC Corporate Bond Fund,19.276,Debt,Debt
2018-03-15,HDFC Corporate Bond Fund,19.29,Debt,Debt
2018-03-16,HDFC Corporate Bond Fund,19.3113,Debt,Debt
2018-03-17,HDFC Corporate Bond Fund,19.3113,Debt,Debt
2018-03-18,HDFC Corporate Bond Fund,19.3113,Debt,Debt
2018-03-19,HDFC Corporate Bond Fund,19.3168,Debt,Debt
2018-03-20,HDFC Corporate Bond Fund,19.3195,Debt,Debt
2018-03-21,HDFC Corporate Bond Fund,19.3201,Debt,Debt
2018-03-22,HDFC Corporate Bond Fund,19.3261,Debt,Debt
2018-03-23,HDFC Corporate Bond Fund,19.3325,Debt,Debt
2018-03-24,HDFC Corporate Bond Fund,19.3325,Debt,Debt
2018-03-25,HDFC Corporate Bond Fund,19.3325,Debt,Debt
2018-03-26,HDFC Corporate Bond Fund,19.3362,Debt,Debt
2018-03-27,HDFC Corporate Bond Fund,19.3939,Debt,Debt
2018-03-28,HDFC Corporate Bond Fund,19.4077,Debt,Debt
2018-03-29,HDFC Corporate Bond Fund,19.4077,Debt,Debt
2018-03-30,HDFC Corporate Bond Fund,19.4077,Debt,Debt
2018-03-31,HDFC Corporate Bond Fund,19.4077,Debt,Debt
2018-04-01,HDFC Corporate Bond Fund,19.4077,Debt,Debt
2018-04-02,HDFC Corporate Bond Fund,19.4077,Debt,Debt
2018-04-03,HDFC Corporate Bond Fund,19.4445,Debt,Debt
2018-04-04,HDFC Corporate Bond Fund,19.4524,Debt,Debt
2018-04-05,HDFC Corporate Bond Fund,19.4862,Debt,Debt
2018-04-06,HDFC Corporate Bond Fund,19.4956,Debt,Debt
2018-04-07,HDFC Corporate Bond Fund,19.4956,Debt,Debt
2018-04-08,HDFC Corporate Bond Fund,19.4956,Debt,Debt
2018-04-09,HDFC Corporate Bond Fund,19.5039,Debt,Debt
2018-04-10,HDFC Corporate Bond Fund,19.4816,Debt,Debt
2018-04-11,HDFC Corporate Bond Fund,19.4603,Debt,Debt
2018-04-12,HDFC Corporate Bond Fund,19.461,Debt,Debt
2018-04-13,HDFC Corporate Bond Fund,19.4646,Debt,Debt
2018-04-14,HDFC Corporate Bond Fund,19.4646,Debt,Debt
2018-04-15,HDFC Corporate Bond Fund,19.4646,Debt,Debt
2018-04-16,HDFC Corporate Bond Fund,19.4722,Debt,Debt
2018-04-17,HDFC Corporate Bond Fund,19.4718,Debt,Debt
2018-04-18,HDFC Corporate Bond Fund,19.456,Debt,Debt
2018-04-19,HDFC Corporate Bond Fund,19.4275,Debt,Debt
2018-04-20,HDFC Corporate Bond Fund,19.3964,Debt,Debt
2018-04-21,HDFC Corporate Bond Fund,19.3964,Debt,Debt
2018-04-22,HDFC Corporate Bond Fund,19.3964,Debt,Debt
2018-04-23,HDFC Corporate Bond Fund,19.3922,Debt,Debt
2018-04-24,HDFC Corporate Bond Fund,19.384,Debt,Debt
2018-04-25,HDFC Corporate Bond Fund,19.3562,Debt,Debt
2018-04-26,HDFC Corporate Bond Fund,19.3352,Debt,Debt
2018-04-27,HDFC Corporate Bond Fund,19.335,Debt,Debt
2018-04-28,HDFC Corporate Bond Fund,19.335,Debt,Debt
2018-04-29,HDFC Corporate Bond Fund,19.335,Debt,Debt
2018-04-30,HDFC Corporate Bond Fund,19.335,Debt,Debt
2018-05-01,HDFC Corporate Bond Fund,19.335,Debt,Debt
2018-05-02,HDFC Corporate Bond Fund,19.3628,Debt,Debt
2018-05-03,HDFC Corporate Bond Fund,19.3655,Debt,Debt
2018-05-04,HDFC Corporate Bond Fund,19.3683,Debt,Debt
2018-05-05,HDFC Corporate Bond Fund,19.3683,Debt,Debt
2018-05-06,HDFC Corporate Bond Fund,19.3683,Debt,Debt
2018-05-07,HDFC Corporate Bond Fund,19.3902,Debt,Debt
2018-05-08,HDFC Corporate Bond Fund,19.3934,Debt,Debt
2018-05-09,HDFC Corporate Bond Fund,19.3704,Debt,Debt
2018-05-10,HDFC Corporate Bond Fund,19.3646,Debt,Debt
2018-05-11,HDFC Corporate Bond Fund,19.3607,Debt,Debt
2018-05-12,HDFC Corporate Bond Fund,19.3607,Debt,Debt
2018-05-13,HDFC Corporate Bond Fund,19.3607,Debt,Debt
2018-05-14,HDFC Corporate Bond Fund,19.3556,Debt,Debt
2018-05-15,HDFC Corporate Bond Fund,19.3361,Debt,Debt
2018-05-16,HDFC Corporate Bond Fund,19.3108,Debt,Debt
2018-05-17,HDFC Corporate Bond Fund,19.2928,Debt,Debt
2018-05-18,HDFC Corporate Bond Fund,19.314,Debt,Debt
2018-05-19,HDFC Corporate Bond Fund,19.314,Debt,Debt
2018-05-20,HDFC Corporate Bond Fund,19.314,Debt,Debt
2018-05-21,HDFC Corporate Bond Fund,19.3157,Debt,Debt
2018-05-22,HDFC Corporate Bond Fund,19.32,Debt,Debt
2018-05-23,HDFC Corporate Bond Fund,19.3154,Debt,Debt
2018-05-24,HDFC Corporate Bond Fund,19.3146,Debt,Debt
2018-05-25,HDFC Corporate Bond Fund,19.3337,Debt,Debt
2018-05-26,HDFC Corporate Bond Fund,19.3337,Debt,Debt
2018-05-27,HDFC Corporate Bond Fund,19.3337,Debt,Debt
2018-05-28,HDFC Corporate Bond Fund,19.3594,Debt,Debt
2018-05-29,HDFC Corporate Bond Fund,19.3622,Debt,Debt
2018-05-30,HDFC Corporate Bond Fund,19.372,Debt,Debt
